Region,Country,Location,Course,Play,Type,Date,NumberHoles,Architect,Budget,Budget2,Construction,ETA,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,Website,YouTube,Instagram,InstaCaption,Acres,Comments,YouTubeCaption,Twitter,TwitterCaption
Africa,Tanzania,Fort Ikoma,Serengeti National Park,Holiday,Public,2025,,David Hemstock,$3M,,,Start Apr 2024,,New,Drawing boards ,,,2023-09-30,-2.0872013,34.6219759,https://dailynews.co.tz/former-cdf-blesses-serengeti-golf-course/,,,,,Golf Tourism,,,
Africa,Tunis,Tunis,Tunis Sport City,Holiday,Public,2028,New,Peter Harradine,,,,,,New,Drawing boards ,,,2023-08-28,36.815445,9.886501,https://fescue.github.io/Tunis-Sports-City-Golf/,,,,,,,,
Asia,Cambodia,Sihanoukville,Bay of Lights,Holiday,Public,2028,,Greg Norman,$16B,,,,,New,Drawing boards ,,,2023-12-11,9.8588514,97.0266262,https://cambodiainvestmentreview.com/2023/04/19/bay-of-lights-announces-major-agreements-with-masswork-for-greg-norman-golf-course-and-sailing-club-leisure-group-vietnam/,,,,,Canopy Sands,,,
Asia,Cambodia,Phnom Penh,Chhun On Lakes,Holiday,Member,2024,,Brian Curley,,,Flagstick,ETA Jan 31 2024,,New,Construction,,,2023-12-22,11.5885098,104.8361083,https://www.khmertimeskh.com/501325920/the-east-course-at-city-golf-cambodia-will-open-in-january-2024/,,,,,,,STSAsia/status/1553578618718064640,Zeon Zoysia
Asia,Cambodia,Phnom Penh,Chhun On Palms,Holiday,Member,2025,,Brian Curley,,,Flagstick,,,New,Construction,,,2023-07-18,11.5885098,104.8361083,https://www.fb.me/AsiaPacificGolfGroup/photos/a.241963822537887/5393012454099639/?type=3,,,,,,,,
Asia,India,Delhi,DDA Dwarka,Holiday,Member,2024,, Pacific Coast Design,$5.5M,,Rajinder Kumar,,,New,Construction,,,2023-04-18,28.5702039,77.0342513,http://119.226.139.196/sports/RFP%20Dwarka%20Golf%20Course.pdf,,,,,Global Golf India,,Rahul_maha_in/status/1622175012362031104,New Millennium
Asia,India,Goa,Aivot Golf PGA,Holiday,Public,2025,,Tim Lobb Alex Hay,,,GreenLinks Consulting,,,New,Drawing boards ,,,2023-09-18,15.3180362,73.7894837, https://fescue.github.io/Golf-India-Aivot-PGA/,,,,,,,,
Asia,India,Mumbai,Kharghar Valley,Holiday,,2023,,Vijit Nandrajog,$13M,,Continental Fairways,,,New,Open,,,2023-10-23,18.992826,72.987469,https://fescue.github.io/Kharghar-Valley-Golf-Course/,GXkZl1V4lmk,,,,CIDCO,Sod fairways,IPIsolution/status/1691774806252048888,Irrigation Products International
Asia,Indonesia,Bogor,Trump International Lido,Holiday,Public,2024,,Ernie Els,,,Greg Letsche,ETA Apr 2024,,Rebuild ,Construction,,,2023-12-19,-6.7561777,106.8206032,https://fescue.github.io/MNC-Lido-Trump-International/,,,,,Dustin Jennings,,,
Asia,Iraq,Kurdistan,Erbil Hills GC,Holiday,,2024,,Cynthia Dye,,,Daax Construction,ETA Jun 2024,,New,Construction,,,2023-10-11,36.205417,43.99475,https://www.linkedin.com/company/erbil-hills-golf-club/,,,,,IMG,,ASGCA/status/1438877904767684608,ASGCA
Asia,Laos,Vientiane,Dream Land Lao,Holiday,Member,2026,,TBA,$200M,,,,,New,Drawing boards ,,,2023-09-25,18.0793169,102.2772451,https://asianews.net/work/deal-inked-to-turn-mekong-island-into-landmark-vientiane-golf-resort/,,,,1100,Don Kangkhong island,,,
Asia,Laos,Vientiane,That Luang Golf Village,Holiday,Public,2026,,Nick Faldo,,,,,,New,Drawing boards ,,,2023-05-02,17.9713454,102.6165676,https://kpl.gov.la/En/detail.aspx?id=72693,,,,,,,,
Asia,Oman,Muscat,Dar Al Alkan,Holiday,Public,2026,,Trump,,,,,,New,Drawing boards ,,,2022-11-22,23.6325139,58.529888,https://english.alarabiya.net/News/gulf/2022/11/20/Saudi-Arabia-s-Dar-Al-Arkan-Trump-sign-deal-to-build-4-bln-Oman-real-estate-project,,,,,,,,
Asia,Pakistan,Gujrat,Sarai Alamgir,Holiday,,2024,,TBA,,,,,,New,Construction,,,2022-09-25,32.86334,73.253146,http://golfresidencia.com,cLJ01QDfW7I,,,,,New Kharian,,
Asia,Pakistan,Gwadar,China Pak,Holiday,Public,2025,9,TBA,,,,,,New,Construction,,,2023-10-16,25.3850002,61.8329482,https://www.cpicglobal.com/construction-update-cpge/,_cGjyMBhxIE,,,,,Community Masterplan,,
Asia,Pakistan,Islamabad,Capital Hills GC,Holiday,Public,2025,,Peter Harradine,,,,,,New,Construction,,,2023-12-01,33.516826,73.121508,https://www.harradine-golf.com/z-pk-smartcity.html,TEXkvgf44Bo,smartcitypak,smartcitypak,,Pure Dynasty Paspalum,Landscape,SaharAl64202382/status/1573211068507344897,RainBird
Asia,Pakistan,Islamabad,Eighteen,Holiday,,2024,,Jon Hunt,,,,,,New,Open,,,2023-04-05,33.599873,72.886408,https://eighteenpk.com,1CC2qopYaqM,jonhunt_golfcoursearchitect,Hunt,,IDG,,,
Asia,Pakistan,Karachi,Fairwinds Signature,Holiday,Public,2026,,Nick Faldo,,,,,,New,Drawing boards ,,,2023-05-01,24.9753201,66.9817253,https://www.linkedin.com/in/mark-adams-530121b/,,,,,,,DHACityKhiOfc/status/1652952552638496770,Faldo Design
Asia,Pakistan,Karachi,Rayhan Golf,Holiday,,2024,,In house,,,Turfgrass Consultancy,,,New,Construction,,,2023-04-17,25.15175,67.353072,https://bahriatown.com/rayhan-golf-hills-club-karachi/,IhoG80B8VYk,turfgrass_consultancy,turfgrass_consultancy,,36 holes,Flyover,BahriaTownOffic/status/1463481333091639306,Property
Asia,Philippines,Laguna,McKinley CC Golf Resort,Holiday,Public,2025,,Songho Golf Design,$60M,,Netforce,,,New,Construction,,,2023-11-30,14.11132,121.3440511,https://www.mckinleyinvestment.com/news/mckinley-cc-golf-resort%2C-san-pablo-laguna%2C-philippines-,,,,,Heerim,,,
Asia,Philippines,New Clark City ,Hann Reserve Mountain,Holiday,Public,2025,54,Nicklaus Jim Wagner,$238M,,IMG,,,New,Construction,,,2023-10-15,15.31518,120.188502, https://fescue.github.io/Hann-Reserve/,,jimwagner.nd,jimwagner.nd,,Chris Gray,,agif_asia/status/1567739507818086401,PGA
Asia,Philippines,New Clark City ,Hann Reserve Valley,Holiday,Public,2027,54,KJ Choi,,$238M,,,,New,Drawing boards ,,,2023-08-17,15.31518,120.188502, https://fescue.github.io/Hann-Reserve/,,,,,,,,
Asia,Philippines,New Clark City ,Hann Reserve River,Holiday,Public,2028,54,Nick Faldo,,$238M,,,,New,Drawing boards ,,,2023-08-17,15.31518,120.188502, https://fescue.github.io/Hann-Reserve/,,,,,Dae Sik,,,
Asia,Qatar,Qatar,Corinthia Gewan Island,Holiday,Public,2023,,Peter Harradine,,,,,,New,Open,,,2022-12-13,25.3689737,51.5411,https://www.harradine-golf.com/z-qa-gewan.html,9QxiJ83DaGA,international_design_group,Qatar,,IDG,Par 3,,
Asia,Saudi Arabia,Diriyah Gate,Royal Diriyah Wadi Safar,Holiday,Public,2024,27,Greg Norman,,$20B,Heritage Links,ETA Feb 2024,,New,Construction,,,2023-10-19,24.749082,46.469804,https://www.saudigazette.com.sa/article/600194,,shark_gregnorman,Chris Campbell,,Jerry Inzerillo,,AquaFuse/status/1479614177387945988,AquaFuse
Asia,Saudi Arabia,Qiddiya,Qiddiya,Holiday,Public,2026,,Nicklaus,,$500B,,,,New,Drawing boards ,,,2023-07-08,24.626141,46.303881,https://qiddiya.com/en/about-qiddiya/master-plan/golf-community,y41HZ7dSGd4,,,,,Championship Golf,qiddiya/status/1356293485096181760,Signature
Asia,Saudi Arabia,Red Sea,Coral Bloom,Holiday,Public,2025,,David Kidd,,,,,,New,Construction,,,2023-03-02,21.585502,39.081019,https://www.theredsea.sa/en/project/master-plan,RaOf6eD91Bg,,,,,Red Sea,,
Asia,Saudi Arabia,Red Sea,Red Sea TBA Course 2,Holiday,Public,2027,,TBA,,,,,,New,Drawing boards ,,,2023-03-02,21.585502,39.081019,https://www.theredsea.sa/en/project/master-plan,,,,,,,,
Asia,Saudi Arabia,Riyadh,King Salman Park Royal,Holiday,Public,2027,,TBA,,,,,,New,Drawing boards ,,,2023-06-04,25.014301,46.594023,https://www.arabnews.com/node/1470066/amp,,,,,,,,
Asia,Saudi Arabia,Saudi Arabia,Dye TBA,Holiday,Public,2026,,Cynthia Dye,,,,,,New,Drawing boards ,,,2023-02-25,23.35464,38.703154,https://www.saudigazette.com.sa,re5GtnHkMw4,,,,,LinkedIn,,
Asia,Saudi Arabia,Tabuk,Sindalah Island,Holiday,Public,2024,9,Robert Trent Jones II,,$45M,Nesma United,ETA Feb 2024,,New,Construction,,,2023-08-04,25.597487,37.256523, https://fescue.github.io/Sindalah-Island-Golf-Course/,,,,,IMG,,JasonChennault/status/1643272414233600000,NorthBridge Bermudagrass
Asia,Thailand,Bangkok,Robinswood,Once,Member,2023,,Pirapon Namatra,,,Centaur Asia Pac,,,New,Open,,,2023-09-17,13.9417085,100.7787617,https://reignwoodpark.com/golf-course/,ZAbczPQNyOk,centaurasiapacific,Khun Seehachet,,Reignwood,Golf East,,
Asia,Turkey,Istanbul,Istanbul GC Mustafa V. Koç,Holiday,Public,2024,27,Jones,,,SO GREEN,ETA May 2024,1895,New,Construction,,,2023-10-20,41.031785,29.038049,https://www.igk1895.org/riva-mvk-golf-course,,,,,New 9,,,
Asia,UAE,Abu Dhabi,Al Nawras Island,Holiday,Public,2025,,Dave Sampson EGD,,,,,,New,Drawing boards ,,,2023-10-12,24.3729687,54.3375285,https://www.eigca.org/news/131462/European-Golf-Design-and-EIGCA-Bronze-Partner-Golfgraffix-collaborate-to-present-a-stunning-3D-presentation-of-Al-Nawras-Island-Abu-Dhabi,,,,,EIGCA,,indiaoutbound/status/1508076608531623945,LXR Golf Resort
Asia,UAE,Abu Dhabi,Yas Acres,Holiday,,2023,,Fry Straka Rubidoux,,,Desert Group,,,New,Open,,,2023-07-10,24.496093,54.627228,https://viyagolf.com/yasacres,UZNewu5QkGQ,,,,,9 Holes,Breiti/status/1412426588738752524,Desert Golf
Asia,UAE,Dubai,Discovery Dunes,Holiday,Public,2026,,TBA,,,Discovery Land,,,New,Drawing boards ,,,2023-02-06,24.7566408,55.3555,https://discoverylandco.com/communities/discovery-dunes-dubai,,,,,,,,
Asia,UAE,Dubai,Emaar South,Holiday,Public,2024,,Jeremy Slessor,,,,,,New,Construction,,,2023-08-23,24.875351,54.829868,https://properties.emaar.com/en/properties/golf-links/,,,,,EGD New 9,,eurogolfdesign/status/1690428438224510976,Desert Golf
Asia,UAE,Dubai,TBA,Holiday,Public,2025,,Dana Fry Jason Straka,,,,,,New,Drawing boards ,,,2022-12-02,25.025365,55.250306,http://frystraka.com,,,,,,,,
Asia,Vietnam,Bao Ninh ,Truong Thinh,Holiday,Public,2024,,Greg Norman,$32M,,,,,New,Construction,,,2022-10-31,17.454503,106.625146,https://leisure-travel.vn/golf/truong-thinh-corporation-is-allocated-land-to-build-an-800-billion-golf-course-in-quang-binh/,bbAMxpwLuxc,,,,Dong Hoi,2020 June,,
Asia,Vietnam,Ha Long,Ha Long Xanh 1,Holiday,Public,2024,,Devries Hilgert,,$10B,Harley Kruse,,,New,Construction,,,2022-05-11,20.9195819,106.9186046,https://vinhomeshalongxanh.com,,,,,Vingroup,,cdpgolf1/status/1523739522462150656,Hendrick
Asia,Vietnam,Ha Long,Ha Long Xanh 2,Holiday,Public,2024,,Devries Hilgert,,$10B,Harley Kruse,,,New,Construction,,,2022-05-11,20.9195819,106.9186046,https://vinhomeshalongxanh.com,,,,,Vingroup,,,
Asia,Vietnam,Ha Nam,Legend Valley CC North,Holiday,Public,2024,,Nicklaus Quinn,,,Shang Yih Construction,,,New,Construction,,,2023-06-08,20.632334,105.858394,https://www.brggroup.vn/brg-rose-canyon-golf-resort-new-destination-for-vietnamese-golfers-in-2023-d441,QFKX-xYBwzM,,,,Brett Saggus,Jeff Stamper,,
Asia,Vietnam,Ha Nam,Legend Valley CC South,Holiday,Public,2023,,Nicklaus Quinn,,,WR RockGroup,,,New,Open,,,2023-05-17,20.632334,105.858394,http://legendvalleycountryclub.vn,oCGVc0YaC_U,gavi_golf,Gavin Reid,,Rose Canyon,CNN Living Golf,,
Asia,Vietnam,Hai Phong,Dragon Links,Holiday,Public,2023,,Greg Norman,,,,,,New,Open,,,2023-10-01,20.6892618,106.1134699,https://maps.app.goo.gl/7ajTyFRDLjXrxvRB6,gnCzkp3MT4I,,,,,Reclaimed Land,,
Asia,Vietnam,Hanoi,Amber Hills Rock Valley,Holiday,Public,2024,,Albanese Choi,,$31M,Sports Turf,,,New,Construction,,,2023-08-27,21.214816,106.1953,http://amberhills.vn/golf-course,,,,,,,paul_albanese/status/1601228383211225088,Bắc Giang
Asia,Vietnam,Hanoi,Silk Path Dong Trieu,Holiday,Public,2024,,Nick Faldo,,$49M,Adam Calver,,,New,Construction,ETA Sept 2024,,2023-11-28,21.1193262,106.5072356,https://golfbusinessmonitor.com/golf-club-management/2022/12/the-vietnamese-silk-path-golf-by-faldo-design.html,mbr66iZb-KU,,,,,Adam Calver,FaldoDesign/status/1452711800970129411,Golf Resort
Asia,Vietnam,Hanoi,Stone Highland 1,Holiday,Public,2023,,Brian Curley,,,Trường An,,,New,Open,,,2023-12-12,21.2729375,106.0599095,https://golfcoursearchitecture.net/content/new-brian-curley-course-opens-at-stone-highland-in-vietnam,4yJm1g4Fzis,,,,,Mountain Golf,,
Asia,Vietnam,Hanoi,Stone Highland 2,Holiday,Public,2024,,Brian Curley,,,Trường An,,,New,Construction,ETA Sept 2024,,2023-12-12,21.2729375,106.0599095,https://golfcoursearchitecture.net/content/new-brian-curley-course-opens-at-stone-highland-in-vietnam,,,,,,,,
Asia,Vietnam,Ho Chi Minh,Royal Golf Long An,Holiday,Public,2023,,Nick Faldo,,,Adam Calver,,,New,Open,,,2023-11-13,10.7821129,106.0617611,http://royallongangolfandvillas.vn/,E-mhqaf0byM,,,,Mark Adams,Benz HiO Prize,,
Asia,Vietnam,Hue,BRG Golden Sands,Holiday,Public,2025,,Nicklaus Jim Wagner,,,Flagstick GCCM,,,New,Construction,,,2023-08-17,16.451251,107.7938737,https://thuathienhue.gov.vn/en-us/Home/News-and-events/tid/BRG-Golden-Sands-City-project-commenced/newsid/9E5AD913-0369-4F90-9B07-AE4300E8D08C/cid/A188E73D-A1A6-4843-A990-C4E40BC3B182,,jimwagner.nd,jimwagner.nd,,Jeff Stamper,,,
Asia,Vietnam,Lao Cai,Sapa Grand,Holiday,Public,2023,,IMG,$23M,,Adam Kelland,,,New,Open,,,2023-11-03,22.5416922,103.8767623,https://vietnamgolfmagazine.net/vi/sapa-grand-golf-course-chinh-thuc-khai-truong,,,,,Sun Group,,atlasturf/status/1116103218478579712,TE Paspalum
Asia,Vietnam,Phú Thọ,Van Lang Empire Legends,Holiday,Public,2024,,Greg Norman,,$1.4B,Flagstick GCCM,,,New,Drawing boards ,,,2022-11-02,21.318617,104.8543531,https://instagr.am/tv/CisGEmDoEyP/?utm_source=ig_web_copy_link,,,,,Do Quang Hien,,,
Asia,Vietnam,Phú Thọ,Van Lang Empire Prime,Holiday,Public,2023,,Greg Norman,,$1.4B,Flagstick GCCM,,,New,Construction,,,2022-11-02,21.318617,104.8543531,https://instagr.am/tv/CisGEmDoEyP/?utm_source=ig_web_copy_link,YRHMHFnwJAk,,,,Lam Son,Sports Turf Solutions,,
Asia,Vietnam,Quy Nhơn,MerryLand,Holiday,Public,2024,,Greg Norman,,,,,,New,Construction,,,2023-05-13,16.4934136,104.9228679,https://merrylandquynhon.vn/,KfIDNAiD5pM,,,,,Property Intro,thanh_hungthinh/status/1569232013089198081,Holiday Golf
Asia,Vietnam,Thái Bình,Cồn Vành,Holiday,Public,2025,,Ahn Moon Hwan,,,,,,New,Drawing boards ,,,2023-03-20,20.2735685,106.0446655,https://www.linkedin.com/posts/gary-khor-b276a988_the-coming-brand-new-36-hole-con-vanh-golf-activity-7043239018888626176-LEuH/?trk=public_profile_like_view,L8b7XbBWWtQ,,,,PHÚ THÀNH Group,36 holes resort,,
Asia,Vietnam,Thua Thien-Hue,BRG Rose Canyon North,Holiday,Public,2025,,Nicklaus Design,,$162M,,,,New,Drawing boards ,,,2022-08-01,16.451246,107.655987,https://e.vnexpress.net/news/business/economy/new-golf-projects-to-tee-off-4217187.html,,,,,,,,
Asia,Vietnam,Thua Thien-Hue,BRG Rose Canyon South,Holiday,Public,2023,,Nicklaus Design,,$162M,,,,New,Construction,,,2022-08-01,16.451246,107.655987,https://brggroup.vn/golf-courses-ca5,,,,,Hanoi,,agif_asia/status/1503225393364541441,Rose Canyon
Asia,Vietnam,Vung Tau,Sonadezi Chau Duc,Holiday,Public,2023,,Greg Norman,,,,,,New,Open,,,2023-12-04,10.6044463,107.1751184,https://chauducgolfcourse.com.vn/en/main.html,eHDX_ri48kY,,,,,SÂN GOLF CHÂU ĐỨC,,
AU/NZ,Australia,South Aus.,Kangaroo Island,Holiday,,2025,,Darius Oliver,$14M,,,,,New,Construction,,,2022-12-05,-35.815665,136.773461,https://aussiegolfer.com.au/construction-to-begin-on-new-kangaroo-island-golf-course/amp/,FhXSx9YFwxM,thecliffs.ki,thecliffs.ki,500,Clifftop golf,Sam Atkins,tourismsa/status/1600728528408174593,Golf Tourism
AU/NZ,Australia,South Aus.,Port Lincoln,Holiday,Public,2026,,Greg Norman,,,,,,New,Drawing boards ,,,2023-02-26,-32.2872329,131.7691008,https://www.dailymail.co.uk/news/article-9793877/Greg-Norman-announces-building-million-dollar-shark-shaped-golf-course-Port-Lincoln-SA.html,,,,,,,,
AU/NZ,Australia,Tasmania,5 Mile Beach,Holiday,Public,2026,,Clayton DeVries,,,,,,New,Drawing boards ,,,2023-05-01,-42.848042,147.479254,https://www.stategrowth.tas.gov.au/__data/assets/pdf_file/0006/396771/22._Project_brief_Five_Mile_Beach_Golf_Course.pdf,,7milegolf,Hobart,,Goggin,,7milegolf/status/1588275789203546112,Approved
AU/NZ,Australia,Tasmania,7 Mile Beach,Holiday,Public,2024,,Clayton DeVries,,,,,,New,Construction,,,2023-12-13,-42.848042,147.479254,https://fescue.github.io/Seven-Mile-Beach/,,7milegolf,Hobart,,Goggin,,cdpgolf1/status/1474802040094220289,From air
AU/NZ,Australia,Tasmania,Arm End,Holiday,,2025,,Oglivy Cocking Mead,$10M,,,,,New,Construction,,,2022-12-22,-42.974453,147.385737,http://www.golfstrategies.com.au/arm-end,zSrzWsLhsx4,,,,,Overhead,golfgetaways/status/824983258148413443,Edge
AU/NZ,NZ,North Island,Douglas Links,Holiday,Public,2025,,TBA,,,,,,New,Drawing boards ,,,2022-07-11,-40.5769874,175.2402813,https://www.stuff.co.nz/sport/golf/300580061/horowhenua-iwi-speak-of-whi-tapu-on-proposed-golf-course-land,,,,,Ōhau River,,,
AU/NZ,NZ,North Island,Muriwai Downs,Holiday,Public,2026,,Kyle Phillips,,,Ryan Brandeburg,,,New,Construction,,,2023-10-21,-36.8048157,174.4485767,https://fescue.github.io/Muriwai-Downs-Golf/,,,,,Greg Turner,,,
AU/NZ,NZ,North Island,Te Arai North,Holiday,Public,2023,,Tom Doak Brian Slawnik Angela Moser Clyde Johnson,,,,,,New,Open,,,2023-11-07,-36.126516,174.616897,https://tearai.com/golf/,,tearailinks,,,,,,
AU/NZ,NZ,South Island,Glendhu,Holiday,Public,2025,,John Darby,,,,,,New,Construction,,,2023-11-20,-44.65802,169.0467551,https://glendhu.com/golf-course,,,,,,,,
AU/NZ,NZ,South Island,Hogans Gully,Once,Member,2026,,Greg Turner,,,,,,New,Drawing boards ,,,2023-07-18,-44.9629342,168.8282837,https://fescue.github.io/Hogans-Gully/,,,,,,,,
Europe,Belgium,Arlon,Bois d’Arlon,Holiday,,2023,27,Hallett Davison,,,Golf Link Evolve,,,New,Open,,,2023-04-02,49.652865,5.607417,https://www.boisdarlon.be/en/golf-resort/,4yUn5A95rZ0,,,,,,CreateGolf/status/1472549045571047429,Sandcap
Europe,Bulgaria,Sofia,OKOL Lake Park,Holiday,,2023,,Hiseman EGC,,,,,,New,Construction,,,2023-10-23,42.466263,23.50702,https://okollakepark.bg/en/golf-course/,VUBOvdajAbU,,,,,Mowing,IMGPrestigeGolf/status/1334480515169202178,IMG
Europe,Cyprus,Cyprus,Limassol Greens,Holiday,Public,2024,,Robinson,,,,ETA Mar 2024,,New,Construction,,,2023-06-04,34.6444735,32.9755987,https://www.limassolgreens.com/golf,U7cYh-R2FX0,,,,,Mediterranean Golf Resort,,
Europe,Czech,Odry,Tosovice,Holiday,Public,2025,,Jonathan Davison,,,HB Golf Chris Horn,,,New,Construction,,,2023-11-01,49.6988601,17.8429247,https://creategolf.comportfolio/tosovice-golf-resort-czechia/,,,,,HB golf,,CreateGolf/status/1658858065486127111,Bunker shape
Europe,Finland,Finland,Tammer,Holiday,,2024,,Mikko Ilonen,,$11M,,,,New,Drawing boards ,,,2022-12-12,61.507582,23.844516,https://ilonendesign.fi/tag/tammer-golf/,,,,,Land swap,,,
Europe,Germany,Cologne,Pulheim Black,Holiday,Public,2023,,Krause,,,Jösef Potter,,,New,Open,,,2023-04-18,50.9405256,6.8015578,https://www.golfcity.de/koeln/bau-news/,,,,,,,,
Europe,Germany,Limburg ,Villmar-Weyer,Once,Member,2024,9,Reinmuth Städler,,,,,,New,Drawing boards ,,,2022-04-12,51.33167,6.93084,https://golfclub-eschhofen.de/,,,,,,,,
Europe,Germany,Thuringian Forest,Schmalkalden,Once,Member,2024,18,Städler Reinmuth,,,,,,New,Drawing boards ,,,2022-04-12,50.3479312,12.027836,https://www.golfdesign.de/en/news/,,,,,,,,
Europe,Greece,Kilada,Kilada Hills,Holiday,Public,2024,,Nicklaus Bouts,,,,,,New,Construction,,,2023-01-24,37.409604,23.117139,https://www.mykilada.com/signature-golf/,bqcVsWa3J-Y,,,,WSJ 2010,Promo,golfdunyasi/status/1352345102945947649,Greece
Europe,Iceland,Laugardælir,Selfoss,Holiday,Member,2026,,Edwin Roald,,,,,,New,Construction,,,2023-01-24,63.947717,-22.099675,https://gosgolf.is/,,edwinroald,edwinroald,,New 9,,EdwinRoald/status/1617503600686600192/photo/4,2026 Plan
Europe,Iceland,Reykjavík,Brautarholt,Holiday,Member,2024,,Edwin Roald,,,TrueLinks,,,New,Construction,,,2023-07-23,64.2358748,-21.883449,https://gbr.is/index.php/the-course/,,truelinks2023,truelinks2023,,Expand 12 to 18 holes,,EdwinRoald/status/849716574898573312,Masterplan
Europe,Italy,Garda,Poiano Resort,Holiday,Public,2027,,De Simone,,,Bariselli Fratelli,,,New,Drawing boards ,,,2023-10-05,45.5808,10.733067,https://golfcoursearchitecture.net/content/pierfrancesco-de-simone-designs-new-golf-course-for-lake-garda-resort,,,,,,,,
